Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
102362;Essen, GG Bodelschwinghschule;BR Düsseldorf;Stadt Essen;Essen;9
102386;Essen, GG Stadthafen;BR Düsseldorf;Stadt Essen;Essen;6
102398;Essen, EG Theodor-Heuss;BR Düsseldorf;Stadt Essen;Essen;2
102404;Essen, GG Dürer;BR Düsseldorf;Stadt Essen;Essen;8
102416;Essen, EG Käthe-Kollwitz-Schule;BR Düsseldorf;Stadt Essen;Essen;2
102430;Essen, GG Fischlaker Schule;BR Düsseldorf;Stadt Essen;Essen;2
102453;Essen, GG Peter-Ustinov-Schule;BR Düsseldorf;Stadt Essen;Essen;8
102465;Essen, GG Hölting;BR Düsseldorf;Stadt Essen;Essen;8
102489;Essen, GG an der Waldlehne;BR Düsseldorf;Stadt Essen;Essen;3
102490;Essen, KG Andreasschule;BR Düsseldorf;Stadt Essen;Essen;4
102507;Essen, GG Viktoriastr.;BR Düsseldorf;Stadt Essen;Essen;9
102519;Essen, GG Tuttmann;BR Düsseldorf;Stadt Essen;Essen;8
102520;Essen, GG Schwanenbuschstr.;BR Düsseldorf;Stadt Essen;Essen;9
102532;Essen, GG Carl-Funke;BR Düsseldorf;Stadt Essen;Essen;1
102544;Essen, GG Cranach;BR Düsseldorf;Stadt Essen;Essen;8
102556;Essen, GG am Reuenberg;BR Düsseldorf;Stadt Essen;Essen;7
102570;Essen, GG Herder;BR Düsseldorf;Stadt Essen;Essen;4
102600;Essen, GG Ardey;BR Düsseldorf;Stadt Essen;Essen;2
102623;Essen, GG Morungenweg;BR Düsseldorf;Stadt Essen;Essen;5
102635;Essen, GG Maria-Kunigunda;BR Düsseldorf;Stadt Essen;Essen;8
102647;Essen, GG Montessorischule am Lönsberg;BR Düsseldorf;Stadt Essen;Essen;1
102659;Essen, GG Karlschule;BR Düsseldorf;Stadt Essen;Essen;7
102660;Essen, GG Stifts;BR Düsseldorf;Stadt Essen;Essen;2
102672;Essen, GG Neuessener;BR Düsseldorf;Stadt Essen;Essen;8
102696;Essen, GG Leither;BR Düsseldorf;Stadt Essen;Essen;3
102702;Essen, GG Frieden;BR Düsseldorf;Stadt Essen;Essen;6
102714;Essen, GG Ludgerusschule;BR Düsseldorf;Stadt Essen;Essen;2
102726;Essen, GG Heckerschule;BR Düsseldorf;Stadt Essen;Essen;2
102738;Essen, GG Joachimschule;BR Düsseldorf;Stadt Essen;Essen;9
102740;Essen, GG Im Steeler Rott;BR Düsseldorf;Stadt Essen;Essen;5
102751;Essen, GG Hüttmann;BR Düsseldorf;Stadt Essen;Essen;9
102763;Essen, GG Hövelschule;BR Düsseldorf;Stadt Essen;Essen;9
102775;Essen, GG Adolf-Reichwein-Schule;BR Düsseldorf;Stadt Essen;Essen;4
102787;Essen, GG Heinickestr.;BR Düsseldorf;Stadt Essen;Essen;9
102799;Essen, GG Graf-Spee-Schule;BR Düsseldorf;Stadt Essen;Essen;4
102805;Essen, GG Gervinus;BR Düsseldorf;Stadt Essen;Essen;7
102829;Essen, GG Hinsbeckschule;BR Düsseldorf;Stadt Essen;Essen;2
102830;Essen, GG Berliner Schule;BR Düsseldorf;Stadt Essen;Essen;9
102842;Essen, GG Kraienbruchschule;BR Düsseldorf;Stadt Essen;Essen;4
102866;Essen, GG im Bergmannsfeld;BR Düsseldorf;Stadt Essen;Essen;9
102878;Essen, GG Burgaltendorf;BR Düsseldorf;Stadt Essen;Essen;1
102880;Krefeld, GG Schule an Haus Rath;BR Düsseldorf;Stadt Krefeld;Krefeld;3
102891;Krefeld, KG Edith-Stein-Schule;BR Düsseldorf;Stadt Krefeld;Krefeld;2
102908;Krefeld, KG Sollbrüggenschule;BR Düsseldorf;Stadt Krefeld;Krefeld;2
102921;Krefeld, KG Königshof;BR Düsseldorf;Stadt Krefeld;Krefeld;3
102945;Krefeld, KG Josefschule;BR Düsseldorf;Stadt Krefeld;Krefeld;8
102957;Krefeld, GG St. Michael Schule;BR Düsseldorf;Stadt Krefeld;Krefeld;2
102970;Krefeld, GG Schönwasserschule;BR Düsseldorf;Stadt Krefeld;Krefeld;4
102982;Krefeld, GG Johansenschule;BR Düsseldorf;Stadt Krefeld;Krefeld;5
102994;Krefeld, GG Jahnschule;BR Düsseldorf;Stadt Krefeld;Krefeld;5
103020;Krefeld, GG Mosaikschule;BR Düsseldorf;Stadt Krefeld;Krefeld;8
103068;Krefeld, GG am Stadtpark Fischeln;BR Düsseldorf;Stadt Krefeld;Krefeld;6
103070;Krefeld, GG Mariannenschule;BR Düsseldorf;Stadt Krefeld;Krefeld;9
103081;Krefeld, GG Buscher Holzweg;BR Düsseldorf;Stadt Krefeld;Krefeld;1
103100;Krefeld, GG Heinrich;BR Düsseldorf;Stadt Krefeld;Krefeld;3
103111;Krefeld, GG Süd;BR Düsseldorf;Stadt Krefeld;Krefeld;2
103123;Krefeld, GG Paul Gerhardt;BR Düsseldorf;Stadt Krefeld;Krefeld;3
103135;Krefeld, GG Geschwister Scholl;BR Düsseldorf;Stadt Krefeld;Krefeld;3
103147;Krefeld, GG Pestalozzi Schule;BR Düsseldorf;Stadt Krefeld;Krefeld;4
103159;Krefeld, GG Lindenschule;BR Düsseldorf;Stadt Krefeld;Krefeld;6
103160;Krefeld, GG Brüder-Grimm-Schule;BR Düsseldorf;Stadt Krefeld;Krefeld;8
103172;Krefeld, GG Grotenburg;BR Düsseldorf;Stadt Krefeld;Krefeld;2
103184;Krefeld, GG Buchenschule;BR Düsseldorf;Stadt Krefeld;Krefeld;8
103196;Krefeld, GG Bismarckschule;BR Düsseldorf;Stadt Krefeld;Krefeld;4
103202;Krefeld, GG Forstwaldschule;BR Düsseldorf;Stadt Krefeld;Krefeld;2
103214;Leverkusen, GG Regenbogen;BR Köln;Stadt Leverkusen;Leverkusen;9
103226;Leverkusen, GG Kerschensteiner;BR Köln;Stadt Leverkusen;Leverkusen;6
103240;Leverkusen, GG Astrid-Lindgren;BR Köln;Stadt Leverkusen;Leverkusen;4
103251;Leverkusen, GG Waldschule;BR Köln;Stadt Leverkusen;Leverkusen;2
103263;Leverkusen, KG In der Wasserkuhl;BR Köln;Stadt Leverkusen;Leverkusen;2
103287;Leverkusen, KG Möwenschule;BR Köln;Stadt Leverkusen;Leverkusen;6
103299;Leverkusen, KG Thomas-Morus-Schule;BR Köln;Stadt Leverkusen;Leverkusen;5
103305;Leverkusen, KG Burgweg;BR Köln;Stadt Leverkusen;Leverkusen;5
103317;Leverkusen, KG Gezelin;BR Köln;Stadt Leverkusen;Leverkusen;2
103330;Leverkusen, GG Heinrich-Lübke-Str.;BR Köln;Stadt Leverkusen;Leverkusen;9
103342;Leverkusen, GG Morsbroicher Str.;BR Köln;Stadt Leverkusen;Leverkusen;3
103354;Leverkusen, GG Dönhoffstr.;BR Köln;Stadt Leverkusen;Leverkusen;9
103366;Leverkusen, GG Im Steinfeld;BR Köln;Stadt Leverkusen;Leverkusen;3
103378;Leverkusen, GG Theodor-Fontane;BR Köln;Stadt Leverkusen;Leverkusen;5
103380;Leverkusen, GG Erich-Klausener-Schule;BR Köln;Stadt Leverkusen;Leverkusen;9
103410;Mönchengladbach, GG Neuwerk;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;5
103421;Mönchengladbach,KG (Verb.) Brückenschule;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;1
103433;Mönchengladbach, KG Zeppelinstraße;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;5
103445;Mönchengladbach, GG Hardt;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;3
103500;Mönchengladbach, KG Ohler;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;3
103512;Mönchengladbach, KG Uedding;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;6
103524;Mönchengladbach, KG (Verb.) Venn;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;2
103536;Mönchengladbach, KG (Verb.) Will-Sommer;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;3
103561;Mönchengladbach, GG Anton-Heinen;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;7
103573;Mönchengladbach, GG Carl-Sonnenschein;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;9
103627;Mönchengladbach, KG Untereicken;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;7
103639;Mönchengladbach, GG Franz-Wamich;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;9
103652;Mönchengladbach, KG Anna;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;2
103676;Mönchengladbach, GG Pesch;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;4
103690;Mönchengladbach, KG (Verb.) Holt;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;4
103720;Mönchengladbach, GG Schulstr.;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;8
103731;Mönchengladbach, GG Eicken;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;6
103755;Mönchengladbach, GG (Verb.) Vitusschule;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;5
103780;Mülheim an der Ruhr, GG Am Sunderplatz;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;2
103809;Mülheim an der Ruhr, KG Schildbergschule;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;3
103822;Mülheim an der Ruhr, GG Filchnerstraße;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;2
103834;Mülheim an der Ruhr, GG am Oemberg;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;1
103846;Mülheim an der Ruhr,GG am Dichterviertel;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;7
103858;Mülheim an der Ruhr, GG Barbaraschule;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;2
103860;Mülheim an der Ruhr, GG (Verb) Augusta;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;9
103913;Mülheim an der Ruhr, KG Martin-von-Tours;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;8
103925;Mülheim an der Ruhr, KG Katharinenschule;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;4
103949;Mülheim an der Ruhr,GG Pestalozzi-Schule;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;8
103950;Mülheim an der Ruhr, GG Zunftmeisterstr.;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;9
103962;Mülheim an der Ruhr, GG Trooststr.;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;5
103974;Mülheim an der Ruhr, GG Steigerweg;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;4
103998;Mülheim an der Ruhr, GG (Verb.) Lierberg;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;4
104000;Mülheim an der Ruhr, GG Saarnberg;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;3
104012;Mülheim an der Ruhr, GG Erich Kästner;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;7
104036;Mülheim an der Ruhr, GG Heinrichstraße;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;5
104048;Mülheim an der Ruhr, GG Astrid Lindgren;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;8
104073;Mülheim an der Ruhr, GG Klostermarkt;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;3
104085;Mülheim an der Ruhr, GG Hölterschule;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;2
104103;Neuss, GG Albert-Schweitzer-Schule;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;4
104115;Neuss, KG Münsterschule;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;7
104127;Neuss, GG St. Martinus;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;4
104139;Neuss, KG Pestalozzischule;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;4
104140;Neuss, GG St. Konrad;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;5
104164;Neuss, EG Adolf Clarenbach Schule;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;2
104188;Neuss, GG (Verb.) Die Brücke;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;9
104190;Neuss, GG Friedrich-von-Bodelschwingh;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;5
104206;Neuss, EG Martin-Luther;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;4
104220;Neuss, KG Leo;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;5
104231;Neuss, GG Kreuzschule;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;8
104243;Neuss, KG Karl-Kreiner;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;4
104279;Neuss, KG Görres;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;4
104280;Neuss, KG Burgunderschule;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;7
104292;Neuss, GG St. Hubertus;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;3
104310;Neuss, KG Dreikönigenschule;BR Düsseldorf;Rhein-Kreis Neuss;Neuss;5
104346;Oberhausen, GG Concordia;BR Düsseldorf;Stadt Oberhausen;Oberhausen;9
104358;Oberhausen, GG am Froschenteich;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
104360;Oberhausen, GG Hartmann;BR Düsseldorf;Stadt Oberhausen;Oberhausen;3
104371;Oberhausen, GG Melanchthon;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
104401;Oberhausen, GG Bismarckschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;3
104413;Oberhausen, GG Brüder-Grimm;BR Düsseldorf;Stadt Oberhausen;Oberhausen;9
104425;Oberhausen, GG Falkenstein;BR Düsseldorf;Stadt Oberhausen;Oberhausen;8
104437;Oberhausen, GG König;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
104449;Oberhausen, GG Kastell;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
104462;Oberhausen, GG Robert-Koch-Schule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;5
104528;Oberhausen, GG Hirschkamp;BR Düsseldorf;Stadt Oberhausen;Oberhausen;1
104541;Oberhausen, GG Jacobischule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
104565;Oberhausen, GG Rolandschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;5
104577;Oberhausen, GG Astrid-Lindgren-Schule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;6
104589;Oberhausen, GG Steinbrinkschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;7
104607;Oberhausen, GG Erich Kästner-Schule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;8
104619;Oberhausen, GG Landwehrschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;5
104620;Oberhausen, GG Adolf-Feld-Schule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;9
104632;Oberhausen, KG Marienschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
104644;Oberhausen, GG Alsfeldschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;3
104656;Oberhausen, KG Luisen;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
104670;Oberhausen, KG Postwegschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;3
104681;Oberhausen, KG Overbergschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;7
104693;Oberhausen, GG Buschhausen;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
104700;Oberhausen, KG Ruhrschule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
104796;Remscheid, GG Mannesmann;BR Düsseldorf;Stadt Remscheid;Remscheid;8
104802;Remscheid, GG (Verb.) Dörpfeld;BR Düsseldorf;Stadt Remscheid;Remscheid;6
104814;Remscheid, GG Hasten;BR Düsseldorf;Stadt Remscheid;Remscheid;4
104838;Remscheid, GG Kremenholl;BR Düsseldorf;Stadt Remscheid;Remscheid;8
104840;Remscheid, GG Daniel-Schürmann;BR Düsseldorf;Stadt Remscheid;Remscheid;9
104851;Remscheid, GG am Stadtpark;BR Düsseldorf;Stadt Remscheid;Remscheid;7
104863;Remscheid, GG Freiherr-vom-Stein-Schule;BR Düsseldorf;Stadt Remscheid;Remscheid;4
104875;Remscheid, GG Steinberg;BR Düsseldorf;Stadt Remscheid;Remscheid;8
104887;Remscheid, GG Siepen;BR Düsseldorf;Stadt Remscheid;Remscheid;2
104905;Remscheid, GG Walther-Hartmann-Schule;BR Düsseldorf;Stadt Remscheid;Remscheid;7
104917;Remscheid, GG Eisernstein;BR Düsseldorf;Stadt Remscheid;Remscheid;6
104929;Remscheid, GG Hasenberg;BR Düsseldorf;Stadt Remscheid;Remscheid;6
104930;Remscheid, GG Reinshagen;BR Düsseldorf;Stadt Remscheid;Remscheid;3
104954;Remscheid, GG (Verb.) Adolf-Clarenbach;BR Düsseldorf;Stadt Remscheid;Remscheid;2
104966;Remscheid, KG (Verb.) Franziskus;BR Düsseldorf;Stadt Remscheid;Remscheid;3
104991;Remscheid, KG (Verb.) Menninghausen;BR Düsseldorf;Stadt Remscheid;Remscheid;4
105004;Mönchengladbach, KG Bell;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;3
105041;Mönchengladbach, KG Nordstr.;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;6
105065;Mönchengladbach, GG Waisenhausstraße;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;9
105089;Mönchengladbach, GG Astrid-Lindgren;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;7
105090;Mönchengladbach, GG Mülfort-Dohr;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;8
105107;Mönchengladbach, GG Erich Kästner;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;6
105119;Mönchengladbach, GG Hermann-Gmeiner;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;6
105120;Mönchengladbach, EG Pahlkestr.;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;8
105132;Mönchengladbach, GG Heyden;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;8
105144;Mönchengladbach, GG Steinsstraße;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;7
105156;Mönchengladbach, GG Hockstein;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;4
105170;Mönchengladbach,KG (Verb) Giesenkirchen;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;3
105181;Mönchengladbach,GG Schule im Burgbongert;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;6
105193;Mönchengladbach, KG Meerkamp;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;2
105211;Solingen, GG am Rosenkamp;BR Düsseldorf;Stadt Solingen;Solingen;4
105223;Solingen, GG Westersburg;BR Düsseldorf;Stadt Solingen;Solingen;6
105235;Solingen, GG Gottlieb-Heinrich-Straße;BR Düsseldorf;Stadt Solingen;Solingen;4
105247;Solingen, GG Stübchen;BR Düsseldorf;Stadt Solingen;Solingen;3
105259;Solingen, GG Weyer;BR Düsseldorf;Stadt Solingen;Solingen;3
105260;Solingen, GG Gerberstr.;BR Düsseldorf;Stadt Solingen;Solingen;3
105272;Solingen, GG Erholungstr.;BR Düsseldorf;Stadt Solingen;Solingen;4
105284;Solingen, GG Bogenstr.;BR Düsseldorf;Stadt Solingen;Solingen;4
105296;Solingen, GG Südstraße;BR Düsseldorf;Stadt Solingen;Solingen;4
105302;Solingen, GG Böckerhof;BR Düsseldorf;Stadt Solingen;Solingen;4
105314;Solingen, GG Aufderhöhe;BR Düsseldorf;Stadt Solingen;Solingen;1
105363;Solingen, GG Yorckstr.;BR Düsseldorf;Stadt Solingen;Solingen;5
105375;Solingen, GG Wiener Str.;BR Düsseldorf;Stadt Solingen;Solingen;3
105387;Solingen, GG Bünkenberg-Widdert;BR Düsseldorf;Stadt Solingen;Solingen;3
105399;Solingen, GG Schützenstraße;BR Düsseldorf;Stadt Solingen;Solingen;5
105405;Solingen, GG Scheidter Str.;BR Düsseldorf;Stadt Solingen;Solingen;8
105417;Solingen, GG Meigen;BR Düsseldorf;Stadt Solingen;Solingen;3
105429;Solingen, GG Kreuzweg;BR Düsseldorf;Stadt Solingen;Solingen;5
105430;Solingen, GG Klauberg;BR Düsseldorf;Stadt Solingen;Solingen;8
105442;Solingen, GG Katternberger Str.;BR Düsseldorf;Stadt Solingen;Solingen;8
105454;Wuppertal, KG Windthorststr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;6
105466;Wuppertal, KG Wichlinghauser Str.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;9
105478;Wuppertal, KG Angelo-Roncalli-Schule;BR Düsseldorf;Stadt Wuppertal;Wuppertal;6
105480;Wuppertal, KG Sankt-Michael;BR Düsseldorf;Stadt Wuppertal;Wuppertal;4
105510;Wuppertal, KG Am Engelnberg;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105521;Wuppertal, KG Hombüchel;BR Düsseldorf;Stadt Wuppertal;Wuppertal;9
105533;Wuppertal, KG Cornelius-Schule;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
105545;Wuppertal, KG Sankt-Antonius-Schule;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105569;Wuppertal, KG Alarichstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105582;Wuppertal, EG Dieckerhoffstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
105594;Wuppertal, GG Nathrather Straße;BR Düsseldorf;Stadt Wuppertal;Wuppertal;5
105600;Wuppertal, GG Sillerstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;6
105624;Wuppertal, GG Opphofer Str.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;9
105636;Wuppertal, EG Sophienschule;BR Düsseldorf;Stadt Wuppertal;Wuppertal;5
105648;Wuppertal, GG Liegnitzer Str.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105650;Wuppertal, GG Ferdinand-Lassalle-Str.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;5
105661;Wuppertal, GG Gebhardtstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105673;Wuppertal, GG Friedhofstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105685;Wuppertal, GG Engelbert-Wüster-Weg;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
105697;Wuppertal, GG Eichenstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105703;Wuppertal, GG Echoer Str.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;2
105715;Wuppertal, GG Hammesberger Weg;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
105727;Wuppertal, GG am Nocken;BR Düsseldorf;Stadt Wuppertal;Wuppertal;6
105739;Wuppertal, GG Hottenstein;BR Düsseldorf;Stadt Wuppertal;Wuppertal;4
105740;Wuppertal, GG Thorner Str.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;4
105752;Wuppertal, GG Schützenstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105776;Wuppertal, GG Mercklinghausstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105788;Wuppertal, GG Berg-Mark-Straße;BR Düsseldorf;Stadt Wuppertal;Wuppertal;7
105790;Wuppertal, GG Am Mirker Bach;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105820;Wuppertal, GG Europa;BR Düsseldorf;Stadt Wuppertal;Wuppertal;5
105831;Wuppertal, GG Rottsieper Höhe;BR Düsseldorf;Stadt Wuppertal;Wuppertal;1
105855;Wuppertal, GG Reichsgrafenstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;7
105867;Wuppertal, GG Am Nützenberg;BR Düsseldorf;Stadt Wuppertal;Wuppertal;5
105879;Wuppertal, GG Marper Schulweg;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
105880;Wuppertal, GG Markomannenstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;9
105892;Wuppertal, GG Marienstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;7
105909;Wuppertal, GG Kruppstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
105910;Wuppertal, GG Königshöher Weg;BR Düsseldorf;Stadt Wuppertal;Wuppertal;9
105922;Wuppertal, GG (Verb.) Fritz-Harkort;BR Düsseldorf;Stadt Wuppertal;Wuppertal;4
105946;Wuppertal, GG Meyerstrasse;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105958;Wuppertal, GG Hesselnberg;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105971;Wuppertal, GG Germanenstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
105983;Wuppertal, GG Peterstraße;BR Düsseldorf;Stadt Wuppertal;Wuppertal;4
105995;Wuppertal, GG Hermann-Herberts-Schule;BR Düsseldorf;Stadt Wuppertal;Wuppertal;4
106008;Wuppertal, GG Haselrain;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
106010;Wuppertal, GG Donarstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;4
106021;Wuppertal, GG Distelbeck;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
106033;Wuppertal, GG Uellendahl;BR Düsseldorf;Stadt Wuppertal;Wuppertal;7
106069;Wuppertal, GG Hütterbusch;BR Düsseldorf;Stadt Wuppertal;Wuppertal;2
106070;Wuppertal, GG Hainstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
106082;Dinslaken, GG Am Weyer;BR Düsseldorf;Kreis Wesel;Dinslaken;4
106094;Dinslaken, GG Dorf;BR Düsseldorf;Kreis Wesel;Dinslaken;1
106100;Dinslaken, GG Gartenschule;BR Düsseldorf;Kreis Wesel;Dinslaken;7
106112;Dinslaken, GG Klaraschule;BR Düsseldorf;Kreis Wesel;Dinslaken;5
106124;Dinslaken, GG Lohberg;BR Düsseldorf;Kreis Wesel;Dinslaken;8
106136;Dinslaken, GG Averbruchschule;BR Düsseldorf;Kreis Wesel;Dinslaken;4
106197;Dinslaken, GG Moltkeschule;BR Düsseldorf;Kreis Wesel;Dinslaken;1
106203;Dinslaken, GG Bruchschule;BR Düsseldorf;Kreis Wesel;Dinslaken;3
106215;Dinslaken, GG Hagenschule;BR Düsseldorf;Kreis Wesel;Dinslaken;2
106239;Duisburg, GG Schulstr.;BR Düsseldorf;Stadt Duisburg;Duisburg;7
106252;Duisburg, GG Sternstr.;BR Düsseldorf;Stadt Duisburg;Duisburg;5
106264;Duisburg, GG Vennbruchschule;BR Düsseldorf;Stadt Duisburg;Duisburg;5
106276;Duisburg, GG Unter den Kastanien;BR Düsseldorf;Stadt Duisburg;Duisburg;3
106288;Duisburg, KG Don-Bosco;BR Düsseldorf;Stadt Duisburg;Duisburg;6
106318;Duisburg, GG Theißelmannschule;BR Düsseldorf;Stadt Duisburg;Duisburg;1
106331;Voerde, GG Astrid Lindgren-Schule;BR Düsseldorf;Kreis Wesel;Voerde (Niederrhein);1
106343;Voerde, GG Otto-Willmann-Schule;BR Düsseldorf;Kreis Wesel;Voerde (Niederrhein);2
